Transaction ID,Date,Weekday,Month,Category,Amount,Transaction Type,Payment Method,Merchant,User ID
393412df-b22e-4c05-b445-b8be44544a12,2024-10-07,0,10,Rent,1139.25,Income,Credit Card,Guzman-Gonzales,d53751ea-f481-4ce0-8b74-ff70bdca6cc9
e88c2598-8dea-4b01-b643-2719bced1d04,2024-03-13,2,3,Transport,884.83,Expense,Debit Card,Chang Ltd,e206618f-9a46-4b1b-af91-60f089022ee4
85c2a6fb-1527-4a55-bd43-78db94d03ad7,2024-02-04,6,2,Groceries,22.9,Income,Bank Transfer,Berry PLC,4ca61c09-797b-4aad-a8cd-a5ec1a9d2e9a
b6c00667-2184-4019-b3a7-d51e5440e276,2024-05-03,4,5,Shopping,65.55,Income,Debit Card,Barton-Little,e39c36c5-027f-4518-9c3c-20787eed6da9
eab66160-1c61-46fe-ade7-e84640590b48,2024-01-10,2,1,Entertainment,95.16,Expense,Bank Transfer,Thompson and Sons,c5e9f0d9-62f9-435d-989d-b636381e778c
f02e7f11-4952-4409-a0d2-9cbb8fbe1864,2024-03-03,6,3,Rent,1983.81,Income,Cash,Jones PLC,a6e60302-78b3-4438-bda1-fe1e203b16f7
98374089-8d44-43d3-b22d-949d3e747ac7,2024-01-20,5,1,Entertainment,30.43,Expense,Bank Transfer,Byrd Inc,b256c525-f37c-4462-b956-0828ab90ca8a
a7e88bd4-6d68-4b79-b7d1-45c6e862e28b,2024-09-13,4,9,Entertainment,727.77,Expense,Cash,Perkins-Trujillo,7351c8c1-53ce-4a6f-b640-e7d26e8bd8a9
98e4bf1a-84f5-42a3-8716-cc426c666bde,2024-01-30,1,1,Groceries,108.72,Expense,Bank Transfer,Hernandez-Santos,134c686b-07b0-4154-99ce-831512736fbc
59422f0f-8acd-41e6-9553-de16e9e5d4dd,2024-01-16,1,1,Groceries,58.68,Expense,Credit Card,Nelson-Brooks,49565e62-4269-46ae-80ed-91197c21a12f
e17bfd2b-05d9-4978-9ed9-7a1c7c6dd332,2024-07-19,4,7,Health,102.04,Expense,Credit Card,Huang Inc,18f61454-7f3d-4a4d-a59b-1ec4b1fca753
4a76d529-7bca-4dde-8487-b04dd0ec02d1,2024-07-06,5,7,Groceries,185.52,Expense,Credit Card,"Andrade, Johnson and Houston",3e64580c-2ebd-4ffb-9ccc-303c79652bc7
3c15f854-33ef-468c-9eba-aa6886a2062b,2024-02-25,6,2,Shopping,148.16,Expense,Bank Transfer,Wright-Thomas,c279b4cb-54af-4a28-b15e-8798065309bf
ecebbaea-ed37-4cbe-a6a3-a61e66bb2ea3,2024-06-21,4,6,Utilities,251.94,Income,Debit Card,"Williams, Mathis and Jackson",e906ac4a-d180-4845-a802-9e40ea35e3bd
887b7913-e168-4c4a-9f46-614d3e16d0c6,2024-08-22,3,8,Dining,434.44,Income,Bank Transfer,"Diaz, Mason and Morgan",19eecdaf-a695-4929-b40a-1fb1f3800f0f
38c1b71e-5e94-4153-a45b-bc616f760f32,2024-07-21,6,7,Entertainment,151.69,Income,Credit Card,"Howard, Price and Carpenter",7df3a679-8990-41d1-adf7-f5adf10d6faf
342f767c-4119-4cb6-a23e-c8152f95d0ef,2024-04-19,4,4,Health,945.3,Expense,Credit Card,"Carter, Brown and Wall",4103959c-cc76-4ae7-b36e-a173dcbc886a
95b9d167-c474-4f84-8143-bee062db78bc,2024-02-25,6,2,Transport,717.92,Expense,Bank Transfer,Ortiz LLC,35d5fb1d-8f9e-4f83-8cac-d39b41325f13
04a87855-e832-45ed-9c8b-4c80404b1b0c,2024-01-03,2,1,Shopping,626.15,Expense,Debit Card,Davies-Rogers,87a054e8-e909-4251-b486-b1fbddaae94a
98790d4b-11f6-45c1-82c8-e6d263cdd81e,2024-08-25,6,8,Groceries,197.59,Expense,Cash,Walsh Group,8d1f43c8-2b48-449b-a044-a26ec8e4e0c7
a45a9355-5124-4597-bfce-5136fd11892a,2024-05-31,4,5,Shopping,550.99,Expense,Debit Card,Powell-Medina,31d4943a-7dcb-4f05-8a1e-cc0d060a4082
beb6d65e-b040-4400-b25c-4c6256a5349d,2024-04-30,1,4,Transport,696.85,Income,Credit Card,Collier-Johnson,05af52d9-8347-44d1-b540-b6261ac2b7be
d8b16367-52de-4556-9a04-17d6fef6968e,2024-06-07,4,6,Rent,1630.29,Income,Cash,Jackson LLC,33a14d7e-222e-48cf-a258-b2d479f02cf7
ae4ece13-6981-443c-a2e5-2ae142ed70a1,2024-01-30,1,1,Dining,325.22,Income,Bank Transfer,Tyler-Williams,65002370-722c-4b2c-aa70-c3c90340d991
6e3b8a37-92d8-4757-bcc5-d9e7fd4fc36d,2024-05-19,6,5,Rent,1170.89,Income,Debit Card,Avila-Bailey,4ca77f2f-34e6-42cf-b0d6-375514a4482a
4560e2e8-b173-4d0c-8bd8-cffcc415237f,2024-03-29,4,3,Groceries,66.85,Income,Credit Card,Hurley-Ramos,2b1aa61b-bf2e-44c3-a151-a3b1bd9cdb85
91a1f276-b2a0-4e52-b4c4-33d8659067cc,2024-03-31,6,3,Transport,923.62,Income,Bank Transfer,Russell-Wright,6d6fee94-f7de-4324-a6c1-bbe58cb34480
015699eb-f457-4c64-b6ed-13ce2e89bf54,2024-02-16,4,2,Shopping,798.58,Income,Credit Card,Benjamin-Mercer,68f8aa2d-c610-4374-bf3f-150b7e5d3967
f8358c78-a44e-43f2-b8b2-0c41d925ea0e,2024-07-06,5,7,Utilities,378.21,Income,Cash,Brown-Harvey,6558ea8c-07cd-4010-8e78-80efea3f17d1
99289f8f-a481-48c2-ac90-8605f17f2fc7,2024-11-02,5,11,Entertainment,40.26,Expense,Credit Card,Bailey Inc,f014fe48-9a90-4bf3-b129-e9c7bfd60fc4
58d1167e-163b-406a-9fd1-64c5ee8e46dd,2024-09-15,6,9,Entertainment,884.84,Expense,Cash,"Watson, Cooper and Pope",dc28ace8-9dcb-4d77-ad6f-1d4ef60e2f14
1fdc0976-8e1d-44f2-ab23-7095748383ac,2024-02-24,5,2,Groceries,133.25,Expense,Bank Transfer,"Lopez, Thomas and Maldonado",44281c36-b507-444f-85a6-bebe02c18f32
9bccc680-eb55-4de8-b836-b47c7b3809ea,2024-06-17,0,6,Shopping,24.01,Expense,Cash,Santana PLC,c9a2c17a-56f4-4233-9544-f2f23c98bf63
f2f6e391-a013-44b4-a6a5-befb0dc4a975,2024-10-10,3,10,Dining,953.67,Income,Cash,Castro-Woodward,e7f1ba43-ace5-4e3d-a827-7d21f40dbc07
de5ecf09-ad12-4e4f-9898-6d0233a5f565,2024-05-29,2,5,Dining,10.53,Expense,Credit Card,Baker Inc,f8088776-be50-453d-9120-52d03a7fc48d
9b08cfe3-d6f5-4732-b072-101a316728e5,2024-01-14,6,1,Groceries,26.73,Income,Bank Transfer,Warren-Bradford,122766ec-d16d-499c-8cbd-b17614d56504
111efd93-e6a6-42f1-97b4-115a040bb5f4,2024-03-09,5,3,Dining,850.01,Income,Bank Transfer,Cannon Inc,7c883fe0-f2f9-40d5-be62-0b236284b8db
51bc3dc1-8b65-4926-aaf3-61acdfff0f9d,2024-03-30,5,3,Health,530.78,Expense,Cash,Rhodes Group,f37269b0-a45c-4cfd-84ef-6b6bee977025
6a6818e0-76d6-4fd8-b9e0-8b50ed6d5d99,2024-04-30,1,4,Shopping,354.25,Income,Bank Transfer,Wilson LLC,95892404-4874-4a78-bbf7-49fe880ce403
30dc857b-c4ab-45bf-ba4a-d14dc2d12e1b,2024-09-16,0,9,Groceries,181.13,Expense,Cash,"Sawyer, Smith and Stone",5b41dfe6-0fe7-470a-9405-149a1331869a
05562d44-43b7-4213-aafe-94461750b5af,2024-02-24,5,2,Health,427.87,Income,Bank Transfer,"Kline, Henderson and Gutierrez",c9ae2078-b394-486f-a0d0-472585d9505e
c2ae2f8e-638e-463c-881e-08479d28019a,2024-02-09,4,2,Health,65.22,Expense,Credit Card,Roberts-Harris,3a1f8ddf-74ae-47f0-b30d-c45484531430
705fe13b-ce1a-47b8-8bb3-4fb91f70980e,2024-03-20,2,3,Shopping,604.43,Expense,Credit Card,"Wilcox, Kim and Johnson",783b24c6-0a3d-4b59-9613-4ad8316f87cf
5e12cdb2-a52c-4396-b0cc-ebd3753473d4,2024-06-21,4,6,Rent,1838.68,Income,Cash,Young Group,e75c1e5f-4524-403b-9445-22d54384f330
ca72a672-7b18-4acd-aa2c-03e8172af9f2,2024-04-29,0,4,Utilities,217.79,Expense,Cash,Castillo-Collier,2ce684b0-038b-4631-8d5e-88158930899a
9d3f4db5-0e9e-45f7-a3c2-0329c0ebdd70,2024-06-26,2,6,Transport,603.65,Income,Debit Card,"Bradford, Gonzalez and Martin",003d2fcf-278c-42c8-9263-ead35d426368
d4bb8009-fcb3-457b-b428-ec8087cf833c,2024-08-28,2,8,Rent,532.3,Expense,Bank Transfer,Peterson-Fitzpatrick,b7da843a-dec3-4bbd-bfa3-b8866674379b
5a9267c1-7981-41f6-8944-6c4d02af111a,2024-01-22,0,1,Dining,75.8,Income,Cash,"Kelley, Williams and Schmitt",be7345d7-c998-4db8-a1fd-795efe824787
75765f4d-8fd1-4dca-bbf9-93f804f26197,2024-07-20,5,7,Shopping,949.66,Income,Bank Transfer,Lee Inc,1ed2c793-e149-4c0c-be84-bc5eed743a0c
12eb463e-6b37-4658-89f0-0d9332372769,2024-06-01,5,6,Entertainment,819.47,Expense,Credit Card,Davis PLC,5f194bdc-1a72-4d70-8dbb-dff9333682f7
aca5a2fb-ee98-4eb3-80a1-a5a957d71afc,2024-03-16,5,3,Entertainment,778.01,Expense,Debit Card,"Taylor, Buchanan and Villegas",ba1447c5-ce79-4cff-8b98-0b5c059bc913
824149ee-0996-4b59-a4a2-54646896e301,2024-05-06,0,5,Rent,1103.0,Expense,Debit Card,"Russell, Hartman and Cisneros",99e37f9b-15e7-43d0-89da-e75bccee3300
4fd2ed8c-8b62-42d4-9e74-14e223e9dd4f,2024-05-29,2,5,Transport,310.75,Income,Credit Card,Patrick LLC,63997cfe-4815-48e7-b045-6859434a57c4
7ede1317-5c15-48b7-b902-12de076b44ed,2024-08-28,2,8,Health,512.35,Income,Cash,"Jackson, Jackson and Dennis",924181fc-32a0-4b12-8ad7-f8eec54ecf7a
8a00731b-b44c-4cd7-aa52-bcbb7b1a7952,2024-05-05,6,5,Health,595.75,Income,Cash,Gonzalez-Obrien,2043fa4c-600a-48cf-93c4-3a86308bacf6
58cb1c2e-9bb7-4e14-9cd0-2af3447035be,2024-09-28,5,9,Utilities,188.74,Expense,Debit Card,Owens PLC,8b3d2465-1963-4c98-bc18-8cb366d5121c
76804531-2df7-4e5c-ac3e-c303951a53f5,2024-09-09,0,9,Rent,1784.26,Expense,Bank Transfer,"James, Saunders and Brewer",b8feb8fe-7807-44ed-8336-644969924558
744d77ec-b19a-47b4-a2fc-08fc62649ecc,2024-08-08,3,8,Utilities,385.65,Income,Bank Transfer,"Harris, Watts and Chandler",88d116dd-620d-44ea-9ccb-43179cef0290
f15e77e5-bb0b-4c53-8857-971ccee135aa,2024-07-21,6,7,Utilities,255.9,Income,Credit Card,"Morris, Watts and Hopkins",249eebd9-594f-4489-afbc-7e716876baaa
e57018ea-daac-49be-a181-bbffeff1cdb5,2024-02-16,4,2,Dining,915.87,Income,Cash,Andersen Ltd,79da68a7-8694-44b1-8dda-6ecfa171ddd1
bfb35bc2-60ec-48ba-915b-4b17fd9466d3,2024-08-02,4,8,Groceries,123.4,Income,Bank Transfer,Kidd-Dorsey,0d2a97d2-1ffe-4ce3-8618-526285772e50
17c23cb3-a65a-49b4-9dc7-4680ed78027d,2024-05-08,2,5,Transport,851.48,Income,Bank Transfer,"Mitchell, Frost and Stanley",4dedee48-ec4b-473b-a009-bfcecdef63f3
257bba8c-282e-48a2-813a-cfd5bdae84f7,2024-02-18,6,2,Entertainment,882.56,Expense,Cash,Diaz and Sons,fc05f05f-d6b0-4b50-9400-801a5273a979
8d8630c5-c594-446b-b9fc-d67aa2c9a679,2024-05-05,6,5,Shopping,562.35,Income,Debit Card,"Smith, Patel and Reed",b9f00da3-2c4d-4572-9b4a-6b73605bc79b
aa0e3f68-eb87-49e5-b410-ed993e8a7af1,2024-06-22,5,6,Shopping,400.31,Income,Bank Transfer,"White, Sanders and Serrano",74b410d6-b1c9-4dec-b5ca-2c016fb27efb
ff7639e1-5dbc-4261-a52e-090265dffb44,2024-01-14,6,1,Dining,854.43,Income,Debit Card,Conrad Inc,bacef410-78ac-4e14-ab8f-1796dffc186b
674440a3-df1f-4814-aaf1-ee3c9dbfa0d4,2024-09-10,1,9,Shopping,533.48,Income,Debit Card,Davis Ltd,0fa743e1-f20f-4bfb-b560-e0aa89e8e4ab
6feebae4-e95a-4260-936e-ff7bcbd8631b,2024-08-24,5,8,Dining,857.19,Income,Credit Card,"Brown, Bennett and Berry",3ebe28a9-2e42-403a-b989-7c013cccd38d
7d8202e5-6e66-4a85-b1ad-aea6bc402461,2024-02-23,4,2,Rent,1181.87,Income,Debit Card,"Livingston, Ross and Peterson",f68c0f81-f3b9-4ed7-b8ad-b547416dbb9e
fdc82aa2-9013-4c96-804e-ccfe14fb05c7,2024-01-19,4,1,Shopping,310.08,Income,Bank Transfer,"Woods, Wilson and Davis",bb6b9af4-d83d-435e-85c8-14e32b8e8027
2d87d889-2b4d-468c-b6d4-bfc7df0c8fa7,2024-02-25,6,2,Health,427.98,Income,Credit Card,Foster Inc,ad48f547-ab3e-4a28-8b9d-196c7d0f14d2
d9f98a98-9819-4ef4-9e4d-381a1875b9f7,2024-08-31,5,8,Rent,1402.08,Income,Debit Card,Bolton PLC,3e1894af-7341-4ffd-a904-0e1620d29168
d2737ad8-e83b-4318-8777-3e8cfc83c16e,2024-03-27,2,3,Health,839.41,Expense,Cash,Obrien LLC,51f9a9bb-3e91-4958-a520-7f1489fee962
3fe5ac08-2f68-4ea3-95e0-26856fc17099,2024-04-22,0,4,Entertainment,117.66,Income,Bank Transfer,Reyes Group,94dbecf9-26f9-4221-81fd-b7a0239b15b2
be0fe361-df56-4a46-bd88-76c497cdbbd0,2024-10-09,2,10,Groceries,83.91,Income,Cash,Levine-Bonilla,0465c6f8-9747-4f75-b914-2798d1c939d9
629ced0b-a976-49e4-a1b0-4c2946f81c8d,2024-06-23,6,6,Rent,1062.15,Income,Debit Card,Harris-Shaw,2ca5433b-1589-42f8-9fc6-e319a0bf96f9
06e9eafc-ff9b-4e4d-a09d-548f871a016e,2024-02-27,1,2,Health,487.51,Income,Cash,Lopez and Sons,a1e1d2fa-0e1c-4b1b-b8f0-78f2a47908b2
bac81976-adbd-441c-80b9-e63cd3d00302,2024-10-27,6,10,Shopping,480.08,Income,Credit Card,Smith-Trujillo,af7623b3-c7aa-4946-a2d3-43dbfbfd6c78
7550a823-10fc-4265-892b-91a9124266d7,2024-03-16,5,3,Dining,38.88,Income,Bank Transfer,"Sanchez, Shields and Price",37b217a1-96b6-4589-bbf6-60cb28f74483
974dfab7-8c48-412b-9747-80f18c234f1c,2024-03-19,1,3,Groceries,85.73,Expense,Credit Card,Cooper-Welch,954676fd-e629-4ab3-a75a-fb4faaf022ad
b033afbd-14c9-42d6-91e2-0c6e59ed229f,2024-06-20,3,6,Transport,371.69,Income,Cash,"Johns, Moore and Mejia",932f024e-8f92-487d-9761-7490ae6401c1
f6008a3c-0563-421e-991a-728a26a61119,2024-06-19,2,6,Dining,40.6,Income,Bank Transfer,Bryant-Jones,ae92b420-ddf6-4e84-a20b-e0ad24476403
ed417da9-d148-4c0d-b351-0555385bc36d,2024-10-22,1,10,Transport,136.52,Income,Debit Card,"Paul, Smith and Smith",4f1da16d-3d64-4817-9ac7-60103cfbd55b
3a394e7f-ea16-4096-8aa6-5c2a4ff362db,2024-06-01,5,6,Shopping,262.04,Income,Cash,"Smith, Miller and Lowe",e49964b8-93fd-47b6-b8b8-7bf03a12e06b
f918d07d-d6de-4d00-b975-ad3f8f7d3977,2024-05-10,4,5,Transport,339.95,Income,Bank Transfer,Schwartz Ltd,d2d727ce-0a04-40e9-9c5e-71426c709de1
ffe91077-2ca7-4dc6-9e3c-d60a03577f3d,2024-08-26,0,8,Health,942.52,Income,Debit Card,"Jones, Parker and Hartman",6332f68a-a2ee-4a0c-b8d3-e9369ccf0050
ced1ebb9-de69-4e40-99ca-8f7d55609457,2024-04-26,4,4,Entertainment,828.94,Income,Debit Card,Wright Ltd,6330019f-0ea7-4a07-83c7-371c0d5c8ad2
c805613d-f0b7-4b1b-a9cc-b934edca60d8,2024-06-29,5,6,Groceries,196.91,Expense,Cash,"Watkins, Delgado and Suarez",bcc7961b-8f16-4b2d-a889-7ff448b513df
070c8cbf-cc9a-4810-a0be-1e4c61b4ab1f,2024-01-16,1,1,Entertainment,781.45,Income,Debit Card,Reed-Brown,7e3222b3-e91b-418f-ac33-65ff1cb9f9bd
69a04fce-ff78-4865-a382-359178d12a09,2024-04-30,1,4,Shopping,928.89,Income,Debit Card,White-Torres,8a188a31-6f20-4e2c-bb44-7fcd09e525b1
7f03f00e-7096-404c-b786-f99deb27b926,2024-07-31,2,7,Utilities,307.3,Income,Credit Card,Olson LLC,32cdea9b-a3f4-4ad8-bcee-8c23ebe00d2e
985ecacb-8ca4-47e6-a3b4-84ca6aed4194,2024-07-31,2,7,Dining,842.29,Expense,Bank Transfer,"Tucker, Brown and Wallace",a5926435-4caf-4434-ba89-a2d2d33e5334
fec101a1-e6fe-47c6-8993-cac71a2aa1eb,2024-02-18,6,2,Health,27.74,Income,Bank Transfer,Acosta PLC,344923f9-e1ff-4a14-adf7-dec39d0e56d2
9ae7f5c4-ebaa-4d4e-abdc-c19d65bc7a36,2024-02-12,0,2,Groceries,53.73,Income,Bank Transfer,"Taylor, Rich and Patton",f23d2cb0-9393-42d9-bf97-2cc9b87ba7fb
3e90682b-5f28-4bbf-be22-8f6197a6565b,2024-10-26,5,10,Dining,267.88,Expense,Cash,"Turner, Frazier and Dorsey",80a58dcb-67fb-488c-a928-9b495457cc0e
e9a3d786-3965-4ef7-b4d8-4b4df6574d85,2024-01-09,1,1,Entertainment,693.5,Expense,Credit Card,Cain-Jackson,63754961-f611-402f-9132-6dda73510a42
e6b79290-9f0c-44dd-ad2c-b04de1956123,2024-05-16,3,5,Shopping,605.14,Income,Credit Card,"Warner, Velazquez and Brooks",09d0c8f2-eda8-40d2-ba2b-f405a66a9854
024da7a6-1e53-4afd-a5b2-c01331cd47a6,2024-11-06,2,11,Health,358.11,Income,Bank Transfer,Mcclain Ltd,ee885dc0-a1fc-4f32-b070-48356f512375
1be802a6-5511-44f1-bbb7-ae20d368dc94,2024-01-08,0,1,Shopping,682.36,Income,Debit Card,Shepard Inc,9f462d32-b7f1-40c1-905c-d29be61ad835
cdce4158-9fd7-4a4a-8be6-0b5f00d6485d,2024-05-12,6,5,Dining,493.52,Income,Cash,"Reese, Jackson and Nelson",1a0eb57d-731e-45fe-a4b4-c7bb6b207aa6
cce2cc26-59db-4a1f-b4a0-586fe72a3b2a,2024-06-11,1,6,Rent,1084.39,Income,Cash,Abbott LLC,c3411550-ec1d-4664-bea0-274192d7b20b
d616cdb7-5555-47da-9fc2-2d68d68139e6,2024-10-10,3,10,Groceries,143.59,Expense,Cash,Miller-Kirby,94419d5b-3c27-4278-a851-b6fcbb2cf7c0
cb82e6a5-4074-47c9-af60-31b74288fed0,2024-07-11,3,7,Utilities,94.6,Expense,Cash,Kaiser-Hernandez,188e24e5-9695-474a-8a73-b46d5349b583
50df8f3d-b53b-4728-94c5-5442db8fbf07,2024-08-30,4,8,Health,614.98,Expense,Bank Transfer,"Zamora, Vasquez and Parker",9307b7f0-16f1-4913-9374-3050fdd5d7eb
d2e4a3ba-ae67-4373-ac62-04224be39b31,2024-07-25,3,7,Utilities,265.21,Expense,Credit Card,Gray-Gaines,07932e39-655b-4eda-895b-bb181c3108d1
8f836287-a498-467a-af4a-f27634266954,2024-11-04,0,11,Rent,1631.32,Income,Credit Card,"Spencer, Lawrence and Scott",7bc627db-9283-4150-b587-735988ebca7c
4d8e3f57-9c96-4e70-b50f-56f8d4051469,2024-08-04,6,8,Utilities,396.85,Income,Debit Card,Benson Group,39ff3a9a-c3df-4b04-ae38-7e44205b463d
84e31bdb-2231-40f0-9b35-0b91b49dd9eb,2024-09-25,2,9,Utilities,244.49,Expense,Cash,"Taylor, Blankenship and Smith",dc431e29-2920-4b93-8780-91eaaf7f6ee4
fe175f28-314d-47b7-8fe0-10a318efa76c,2024-03-24,6,3,Dining,102.18,Expense,Credit Card,"Brennan, Johnson and Sheppard",02f721e0-0a26-460e-a625-5922596fb4c1
933ae9ff-f44f-4aba-8681-216420727022,2024-09-10,1,9,Health,674.38,Income,Credit Card,"Charles, Hanson and Roberts",b1ec2d80-92ea-494d-aa19-4a0bab952f44
8b19a7d2-7a74-43ba-8ad1-c52c0b9e1de9,2024-07-31,2,7,Rent,761.82,Income,Bank Transfer,Mcclure and Sons,a8290fd4-7ec1-4d6a-a08c-b7a242efbb0c
718d2725-f467-48b1-95ef-98a396280f6d,2024-01-01,0,1,Dining,44.23,Expense,Credit Card,"Gordon, Murphy and Johnson",113f51c3-6214-40f8-9219-ee286f7bc14c
f082d7e5-26bf-4a83-a689-48091e27bf33,2024-04-06,5,4,Utilities,497.07,Expense,Cash,Stevens PLC,d26729ec-b8f4-4228-a98c-abf988ac8b2f
b7ca739e-ac60-4420-8532-718fb7d91155,2024-07-26,4,7,Health,915.27,Income,Credit Card,"Miller, Brewer and Long",820ca397-9c84-42a1-a70f-c04defed55ea
23d4434b-e33f-47ac-8192-6b9b44bf01b6,2024-07-04,3,7,Rent,541.24,Expense,Debit Card,Suarez and Sons,ecb12f46-87b7-4de3-bb10-2e43eb816140
f907c516-4df5-4f6c-898c-ef0cf929fa5a,2024-11-10,6,11,Groceries,128.49,Income,Bank Transfer,Ross-Davis,f54c0d74-c21c-47ba-bad2-3f1c9162dc1f
5e3607d4-ba1a-4281-9809-b2914d48b771,2024-05-03,4,5,Health,648.07,Income,Debit Card,"Ellis, Jones and Ali",02ad3ecc-c79f-4bc9-b0eb-496c1550dfb5
a4c4d157-418d-40b3-b287-19249dbb5fd2,2024-04-24,2,4,Entertainment,576.09,Income,Debit Card,"Parker, Walters and Cox",1f23e6a2-ff76-49b8-a2da-fbb031414383
aff929a8-126b-4645-9adb-0e1355bca5e1,2024-04-10,2,4,Entertainment,722.41,Income,Cash,"May, Mcintyre and Weaver",ea18c9ef-12f7-43c2-b7eb-53a5c082fd84
af5efba8-d686-4935-983d-dfac26b04c31,2024-03-30,5,3,Utilities,184.96,Expense,Bank Transfer,"Rodriguez, Bennett and Kennedy",954e0b15-d368-4727-8d3d-efd40a2bb511
d5ca4e0d-64a7-4e8c-9c0a-1c84ea228366,2024-02-10,5,2,Shopping,245.11,Income,Credit Card,Smith Inc,6e8d142c-20be-43e5-bc90-b3d4eca1a68c
833313bb-6177-47a3-b09f-aaab7762d118,2024-01-25,3,1,Entertainment,14.68,Expense,Bank Transfer,"Mcdowell, Jones and Wiley",e2d48ede-be69-46ee-beee-62ad4a86d9d2
49b6a087-6cc1-4bf3-96c5-46dfa40b8d4c,2024-01-23,1,1,Shopping,791.39,Expense,Bank Transfer,Bolton Inc,ebc7ed95-c3bc-4c80-8d1c-846d5625f816
f4cab5d5-49b2-4d6b-b6c5-78c7f8882ab7,2024-10-15,1,10,Entertainment,814.95,Income,Debit Card,Reed-Cummings,2bdcce5d-e079-4d33-80ab-fe1922623246
9f3f8376-23df-475d-baf7-eed9c80c0dfa,2024-07-06,5,7,Transport,51.35,Income,Cash,Mcguire-English,1c328f13-134c-4302-8b54-c9a69efe157e
ceba9cde-6eb9-4721-ab39-7b91f0c2abb5,2024-06-13,3,6,Entertainment,162.15,Income,Debit Card,Shepherd-Harper,86586933-4512-4297-abb5-3a2b298ba4cb
50cb4bd4-27a7-41b7-8b97-10413f13263f,2024-10-17,3,10,Dining,862.61,Income,Debit Card,"Morris, Evans and Arnold",f6f7bd4f-c0d2-4b64-9bc9-92519f311408
5a088d54-7fd0-4bd9-aa42-515934c42c7a,2024-03-26,1,3,Shopping,147.87,Income,Bank Transfer,"Lane, Gonzalez and Scott",c78399a9-2fe1-4cb3-8d52-ed24c998d612
808ab9bc-16a1-4d90-887b-34138c5dcee5,2024-03-21,3,3,Entertainment,735.13,Income,Credit Card,Rodriguez-Garza,c41bad6a-706a-429d-bed1-0bc5621bd76c
c7bec6da-e2f8-47c5-8fd8-7f816eb07b16,2024-05-13,0,5,Utilities,485.39,Income,Debit Card,"Contreras, Taylor and Munoz",a5894b55-4f58-4a79-ae80-30efd1263547
0833438f-84e7-41dd-a811-965374c86c51,2024-11-06,2,11,Shopping,482.73,Income,Bank Transfer,Taylor-Harrison,d790cc38-5b40-41b7-b148-5862920fa21e
52e10e9a-17cd-41c7-b093-971312a25977,2024-09-02,0,9,Rent,527.02,Income,Debit Card,"Ramirez, Lopez and Jimenez",1a9b5f76-26b2-4f5b-b48c-7b016c1a0469
03259756-d10a-452e-af11-3e4caf89c88b,2024-03-25,0,3,Health,866.87,Income,Cash,Hernandez-Mitchell,ef5f2aaa-468e-4f94-9710-f2d8b5152488
2ee6beda-f358-492b-a0a8-5d8077107193,2024-04-13,5,4,Utilities,176.76,Income,Bank Transfer,Taylor-Gomez,997932d9-63c9-495f-bc84-c97daabacd74
e9535aad-c580-4039-88c5-47639591c599,2024-08-16,4,8,Entertainment,78.94,Expense,Debit Card,Edwards-Garcia,dbf19d35-9795-496e-874c-22a849032dc0
38f63274-b7b2-4259-b3c8-7667acaaf309,2024-04-06,5,4,Groceries,67.5,Expense,Bank Transfer,Goodwin-Parrish,dc8d96dd-d110-4efe-90eb-7dc29df3e7dc
1129b84a-fb94-48cc-87b7-809cff4a9a53,2024-06-16,6,6,Rent,701.98,Income,Debit Card,David-Vasquez,bd79b796-af63-43f7-b406-b0de5d4d91cd
7ee70329-7559-4ea6-afc9-1a2092d2bab5,2024-08-12,0,8,Entertainment,459.11,Expense,Bank Transfer,"Wilcox, Johnston and Ho",5d23e94b-9f6b-4e44-940b-b48845f39d26
436fa73f-141b-4d4b-a483-c8f09df9e382,2024-09-27,4,9,Transport,440.61,Expense,Cash,Mcdowell Group,15900178-4f16-42f4-915e-64ed74259685
e57a4e6e-d453-4d4d-9a65-730648103809,2024-07-16,1,7,Health,225.91,Income,Cash,Ellison LLC,d97d0105-535a-4a5e-8763-3c4fd28de3c9
fac1a435-229d-4602-9cad-30bbf6aec4ee,2024-04-05,4,4,Groceries,57.71,Expense,Credit Card,"Walker, Thompson and Mcknight",7c56c7d8-b336-483e-9645-2fff67db7392
5358e69a-0f1a-4b47-a845-f3ddb21d58e0,2024-03-14,3,3,Rent,670.7,Income,Cash,White-Hicks,f3ec8d0d-d0ae-4db5-9659-73f5476dd46e
6f7d96fb-a84b-413c-a120-c65138a00aad,2024-09-20,4,9,Transport,398.69,Expense,Credit Card,Wilcox PLC,cfaaa46a-fb31-4fca-b7fc-3ef31390081a
a3a59a2c-38d6-43cf-909c-ca84929df252,2024-04-10,2,4,Entertainment,479.76,Expense,Credit Card,"Bishop, Reed and Martin",97f7c5f5-f34f-4ecb-b59b-4217726fba92
02c22bd4-cd17-419d-846b-9fef199e170e,2024-11-04,0,11,Shopping,278.86,Expense,Credit Card,Edwards-Baker,b527cbcb-0e3d-41b6-8d02-a8507dcb4bc3
c179e53d-d794-4207-bb83-7796ed268b5a,2024-06-10,0,6,Shopping,362.66,Expense,Bank Transfer,"Rice, Hayden and Lang",cf8cf363-23f9-4c55-a00e-7cb90128b55a
065faa14-2114-4f72-a720-dadb6ad7d02b,2024-08-06,1,8,Entertainment,11.78,Expense,Bank Transfer,Doyle-Holland,db6a5cac-6418-4edd-ab79-26ee3b88f104
